lead_id,status,lead_date,region,vehicle_model,ga_client_id,application_id
294903,Cancelled,22/11/2022,Nairobi,Samsung Galaxy A23 64GB,605582098.3,
275752,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
275750,Cancelled,24/10/2022,,Samsung Galaxy A23 64GB,,
275728,Cancelled,24/10/2022,,Samsung Galaxy A23 64GB,,
314600,New,28/12/2022,,Samsung Galaxy A23 64GB,1408966442,
275780,Cancelled,24/10/2022,,Samsung Galaxy A12 64GB,,
276406,Cancelled,25/10/2022,,Samsung Galaxy A53 128GB,,
293376,Application submitted,19/11/2022,Nairobi,Samsung Galaxy A12 64GB,2863995860,425207
275991,Cancelled,24/10/2022,,Samsung Galaxy A23 64GB,,
276219,Cancelled,25/10/2022,,Samsung Galaxy A23 64GB,,
279086,Cancelled,28/10/2022,Nairobi,Samsung Galaxy A12 64GB,,
285092,Cancelled,07/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
276193,Cancelled,25/10/2022,,Samsung Galaxy A53 128GB,,
281669,Cancelled,01/11/2022,Kiambu,Samsung Galaxy A23 64GB,,
281745,Cancelled,02/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
281723,Cancelled,02/11/2022,,Samsung Galaxy A53 128GB,,
279316,Cancelled,28/10/2022,Nairobi,Samsung Galaxy A53 128GB,,
279329,Cancelled,28/10/2022,Other,Samsung Galaxy A12 64GB,,
281741,Cancelled,02/11/2022,Meru,Samsung Galaxy A53 128GB,,
279404,Cancelled,29/10/2022,Nairobi,Samsung Galaxy A23 64GB,,
276071,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
276357,Cancelled,25/10/2022,,Samsung Galaxy A23 64GB,,
294889,Cancelled,22/11/2022,Nairobi,Samsung Galaxy A12 64GB,1345486686,
281403,Cancelled,01/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
275749,Cancelled,24/10/2022,,Samsung Galaxy A12 64GB,,
275986,Cancelled,24/10/2022,,Samsung Galaxy A12 64GB,,
281434,Cancelled,01/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
285152,Cancelled,07/11/2022,,Samsung Galaxy A12 64GB,,
284973,Cancelled,07/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
275848,Cancelled,24/10/2022,,Samsung Galaxy A23 64GB,,
279411,Cancelled,29/10/2022,Nairobi,Samsung Galaxy A12 64GB,,
279299,Cancelled,28/10/2022,Other,Samsung Galaxy A23 64GB,,
281676,Cancelled,01/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
281719,Cancelled,02/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
281731,Cancelled,02/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
276019,Cancelled,24/10/2022,,Samsung Galaxy A23 64GB,,
279376,Cancelled,28/10/2022,Nairobi,Samsung Galaxy A12 64GB,,
279124,Cancelled,28/10/2022,Nairobi,Samsung Galaxy A53 128GB,,
281766,Cancelled,02/11/2022,,Samsung Galaxy A12 64GB,,
283224,Cancelled,04/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
279127,Cancelled,28/10/2022,,Samsung Galaxy A53 128GB,,
276209,Cancelled,25/10/2022,,Samsung Galaxy A12 64GB,,
275886,Cancelled,24/10/2022,,Samsung Galaxy A12 64GB,,
281726,Cancelled,02/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
279412,Cancelled,29/10/2022,Nairobi,Samsung Galaxy A12 64GB,,
279390,Cancelled,29/10/2022,Other,Samsung Galaxy A53 128GB,,
281747,Cancelled,02/11/2022,,Samsung Galaxy A53 128GB,,
275809,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
275903,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
277864,Cancelled,26/10/2022,Nairobi,Samsung Galaxy A53 128GB,,
275816,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
279415,Cancelled,29/10/2022,Kisii,Samsung Galaxy A53 128GB,,
315698,New,30/12/2022,,Samsung Galaxy A12 64GB,3399785878,
275822,Cancelled,24/10/2022,,Samsung Galaxy A23 64GB,,
279145,Cancelled,28/10/2022,Nairobi,Samsung Galaxy A23 64GB,,
276286,Cancelled,25/10/2022,,Samsung Galaxy A53 128GB,,
279277,Cancelled,28/10/2022,Bungoma,Samsung Galaxy A23 64GB,,
279308,Cancelled,28/10/2022,Nairobi,Samsung Galaxy A53 128GB,,
281659,Cancelled,01/11/2022,,Samsung Galaxy A23 64GB,,
285675,Cancelled,08/11/2022,,Samsung Galaxy A23 64GB,,
283352,Cancelled,04/11/2022,Nakuru,Samsung Galaxy A53 128GB,,
275943,Cancelled,24/10/2022,,Samsung Galaxy A12 64GB,,
285186,Cancelled,07/11/2022,,Samsung Galaxy A12 64GB,,
281774,Cancelled,02/11/2022,,Samsung Galaxy A23 64GB,,
275376,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
275436,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
276120,Cancelled,24/10/2022,,Samsung Galaxy A12 64GB,,
294875,Application submitted,22/11/2022,Nairobi,Samsung Galaxy A23 64GB,503785992.3,425942
283040,Cancelled,04/11/2022,Nakuru,Samsung Galaxy A53 128GB,,
283131,Cancelled,04/11/2022,,Samsung Galaxy A53 128GB,,
283304,Cancelled,04/11/2022,Kakamega,Samsung Galaxy A12 64GB,,
281479,Cancelled,01/11/2022,Kiambu,Samsung Galaxy A53 128GB,,
286077,Cancelled,08/11/2022,Other,Samsung Galaxy A12 64GB,3012416596,
275934,Cancelled,24/10/2022,,Samsung Galaxy A12 64GB,,
279166,Cancelled,28/10/2022,Kakamega,Samsung Galaxy A12 64GB,,
281554,Cancelled,01/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
283289,Cancelled,04/11/2022,Other,Samsung Galaxy A12 64GB,,
276337,Application submitted,25/10/2022,,Samsung Galaxy A53 128GB,,411541
279679,Cancelled,29/10/2022,,Samsung Galaxy A12 64GB,,
279808,Cancelled,29/10/2022,Nairobi,Samsung Galaxy A53 128GB,,
283237,Cancelled,04/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
276105,Cancelled,24/10/2022,,Samsung Galaxy A23 64GB,,
314640,Application submitted,28/12/2022,Nairobi,Samsung Galaxy A23 64GB,,443320
283300,Cancelled,04/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
275865,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
314633,Cancelled,28/12/2022,Nairobi,Samsung Galaxy A53 128GB,2233333900,
275891,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
275820,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
275864,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
275867,Cancelled,24/10/2022,,Samsung Galaxy A23 64GB,,
275893,Cancelled,24/10/2022,,Samsung Galaxy A23 64GB,,
279361,Cancelled,28/10/2022,Nairobi,Samsung Galaxy A53 128GB,,
279180,Cancelled,28/10/2022,Machakos,Samsung Galaxy A53 128GB,,
279468,Cancelled,29/10/2022,,Samsung Galaxy A23 64GB,,
279184,Cancelled,28/10/2022,Other,Samsung Galaxy A23 64GB,,
284885,Cancelled,07/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
285066,Cancelled,07/11/2022,Other,Samsung Galaxy A53 128GB,,
284688,Cancelled,07/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
276197,Cancelled,25/10/2022,,Samsung Galaxy A53 128GB,,
279475,Cancelled,29/10/2022,Nairobi,Samsung Galaxy A12 64GB,,
279396,Cancelled,29/10/2022,Kisii,Samsung Galaxy A53 128GB,,
314630,Cancelled,28/12/2022,Nairobi,Samsung Galaxy A23 64GB,2814203688,
276225,Cancelled,25/10/2022,,Samsung Galaxy A23 64GB,,
279188,Cancelled,28/10/2022,Nairobi,Samsung Galaxy A23 64GB,,
314629,Application submitted,28/12/2022,Nairobi,Samsung Galaxy A04 64GB,1852302948,443356
279414,Cancelled,29/10/2022,Nairobi,Samsung Galaxy A53 128GB,,
275905,Cancelled,24/10/2022,,Samsung Galaxy A23 64GB,,
278835,Cancelled,28/10/2022,Nairobi,Samsung Galaxy A23 64GB,,
281892,Cancelled,02/11/2022,Other,Samsung Galaxy A53 128GB,,
279279,Cancelled,28/10/2022,Bungoma,Samsung Galaxy A12 64GB,,
281763,Cancelled,02/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
281538,Cancelled,01/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
275917,Cancelled,24/10/2022,,Samsung Galaxy A23 64GB,,
279457,Cancelled,29/10/2022,,Samsung Galaxy A23 64GB,,
276418,Cancelled,25/10/2022,,Samsung Galaxy A53 128GB,,
279443,Cancelled,29/10/2022,Kiambu,Samsung Galaxy A53 128GB,,
281813,Cancelled,02/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
276130,Cancelled,24/10/2022,,Samsung Galaxy A12 64GB,,
276133,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
279445,Cancelled,29/10/2022,,Samsung Galaxy A12 64GB,,
279350,Cancelled,28/10/2022,Kiambu,Samsung Galaxy A12 64GB,,
283307,Cancelled,04/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
279493,Cancelled,29/10/2022,Nairobi,Samsung Galaxy A12 64GB,,
279631,Cancelled,29/10/2022,Nairobi,Samsung Galaxy A53 128GB,,
314628,Cancelled,28/12/2022,Nairobi,Samsung Galaxy A23 64GB,2855410450,
276223,Cancelled,25/10/2022,,Samsung Galaxy A23 64GB,,
283176,Cancelled,04/11/2022,Machakos,Samsung Galaxy A53 128GB,,
281609,Cancelled,01/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
281986,Cancelled,02/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
284058,Cancelled,05/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
279370,Cancelled,28/10/2022,Other,Samsung Galaxy A53 128GB,,
279335,Cancelled,28/10/2022,Nairobi,Samsung Galaxy A53 128GB,,
281796,Cancelled,02/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
281620,Cancelled,01/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
276141,Cancelled,24/10/2022,,Samsung Galaxy A12 64GB,,
275973,Cancelled,24/10/2022,,Samsung Galaxy A23 64GB,,
276098,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
284095,Cancelled,05/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
314624,Application submitted,28/12/2022,Nairobi,Samsung Galaxy A23 64GB,3494859284,443370
279546,Cancelled,29/10/2022,,Samsung Galaxy A23 64GB,,
279252,Cancelled,28/10/2022,Nairobi,Samsung Galaxy A12 64GB,,
285041,Cancelled,07/11/2022,Kakamega,Samsung Galaxy A23 64GB,,
276015,Cancelled,24/10/2022,,Samsung Galaxy A12 64GB,,
276137,Cancelled,24/10/2022,,Samsung Galaxy A12 64GB,,
281693,Cancelled,01/11/2022,,Samsung Galaxy A53 128GB,,
279286,Cancelled,28/10/2022,,Samsung Galaxy A23 64GB,,
279292,Cancelled,28/10/2022,Meru,Samsung Galaxy A53 128GB,,
281652,Cancelled,01/11/2022,Kiambu,Samsung Galaxy A53 128GB,,
280013,Cancelled,30/10/2022,Nairobi,Samsung Galaxy A53 128GB,,
276322,Cancelled,25/10/2022,,Samsung Galaxy A23 64GB,,
279515,Cancelled,29/10/2022,,Samsung Galaxy A23 64GB,,
279090,Cancelled,28/10/2022,Nairobi,Samsung Galaxy A12 64GB,,
281552,Cancelled,01/11/2022,,Samsung Galaxy A23 64GB,,
276082,Cancelled,24/10/2022,,Samsung Galaxy A23 64GB,,
285071,Cancelled,07/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
285101,Cancelled,07/11/2022,Nakuru,Samsung Galaxy A23 64GB,,
279301,Cancelled,28/10/2022,Other,Samsung Galaxy A12 64GB,,
279307,Cancelled,28/10/2022,Kisii,Samsung Galaxy A53 128GB,,
279311,Cancelled,28/10/2022,Other,Samsung Galaxy A53 128GB,,
283628,Cancelled,04/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
279304,Cancelled,28/10/2022,Nairobi,Samsung Galaxy A53 128GB,,
281556,Cancelled,01/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
294864,Cancelled,22/11/2022,Nairobi,Samsung Galaxy A53 128GB,2144199208,
283149,Cancelled,04/11/2022,Kilifi,Samsung Galaxy A23 64GB,,
276405,Cancelled,25/10/2022,,Samsung Galaxy A23 64GB,,
279607,Cancelled,29/10/2022,,Samsung Galaxy A12 64GB,,
281720,Cancelled,02/11/2022,,Samsung Galaxy A23 64GB,,
281561,Cancelled,01/11/2022,Other,Samsung Galaxy A53 128GB,,
276135,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
276179,Cancelled,25/10/2022,,Samsung Galaxy A53 128GB,,
276134,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
276325,Cancelled,25/10/2022,,Samsung Galaxy A12 64GB,,
279499,Cancelled,29/10/2022,Nairobi,Samsung Galaxy A53 128GB,,
279528,Cancelled,29/10/2022,Nairobi,Samsung Galaxy A53 128GB,,
285276,Cancelled,07/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
285610,Cancelled,08/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
284881,Cancelled,07/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
281413,Cancelled,01/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
286079,Cancelled,08/11/2022,Kiambu,Samsung Galaxy A12 64GB,3883599128,
294110,Cancelled,21/11/2022,Nairobi,Samsung Galaxy A53 128GB,2454579020,
314614,Cancelled,28/12/2022,Nairobi,Samsung Galaxy A23 64GB,1924710448,
279365,Cancelled,28/10/2022,,Samsung Galaxy A12 64GB,,
314710,New,28/12/2022,,Samsung Galaxy A12 64GB,69954448.33,
279477,Cancelled,29/10/2022,,Samsung Galaxy A23 64GB,,
283675,Cancelled,05/11/2022,Other,Samsung Galaxy A12 64GB,,
276163,Cancelled,24/10/2022,,Samsung Galaxy A23 64GB,,
279503,Cancelled,29/10/2022,Nairobi,Samsung Galaxy A23 64GB,,
281765,Cancelled,02/11/2022,Other,Samsung Galaxy A53 128GB,,
281621,Cancelled,01/11/2022,,Samsung Galaxy A53 128GB,,
281721,Cancelled,02/11/2022,,Samsung Galaxy A53 128GB,,
276342,Cancelled,25/10/2022,,Samsung Galaxy A53 128GB,,
276183,Cancelled,25/10/2022,,Samsung Galaxy A23 64GB,,
276390,Cancelled,25/10/2022,,Samsung Galaxy A12 64GB,,
281452,Cancelled,01/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
281492,Cancelled,01/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
281505,Cancelled,01/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
281513,Cancelled,01/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
281598,Cancelled,01/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
281588,Cancelled,01/11/2022,,Samsung Galaxy A53 128GB,,
281698,Application submitted,01/11/2022,,Samsung Galaxy A12 64GB,,423658
276184,Cancelled,25/10/2022,,Samsung Galaxy A53 128GB,,
283795,Cancelled,05/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
293801,Cancelled,20/11/2022,Nairobi,Samsung Galaxy A12 64GB,1627523932,
276202,Cancelled,25/10/2022,,Samsung Galaxy A53 128GB,,
279401,Cancelled,29/10/2022,Nairobi,Samsung Galaxy A53 128GB,,
279403,Cancelled,29/10/2022,,Samsung Galaxy A12 64GB,,
279408,Cancelled,29/10/2022,,Samsung Galaxy A12 64GB,,
279561,Cancelled,29/10/2022,,Samsung Galaxy A23 64GB,,
279417,Cancelled,29/10/2022,Other,Samsung Galaxy A23 64GB,,
283589,Cancelled,04/11/2022,,Samsung Galaxy A12 64GB,,
281713,Cancelled,01/11/2022,,Samsung Galaxy A53 128GB,,
281680,Cancelled,01/11/2022,Bungoma,Samsung Galaxy A53 128GB,,
276245,Cancelled,25/10/2022,,Samsung Galaxy A12 64GB,,
293809,Cancelled,20/11/2022,Nairobi,Samsung Galaxy A23 64GB,1531776686,
283432,Cancelled,04/11/2022,,Samsung Galaxy A23 64GB,,
276602,Cancelled,25/10/2022,,Samsung Galaxy A12 64GB,,
281707,Cancelled,01/11/2022,,Samsung Galaxy A23 64GB,,
283440,Cancelled,04/11/2022,,Samsung Galaxy A12 64GB,,
278007,Cancelled,27/10/2022,Nairobi,Samsung Galaxy A53 128GB,,
281976,Cancelled,02/11/2022,Bungoma,Samsung Galaxy A53 128GB,,
281724,Cancelled,02/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
283562,Cancelled,04/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
294230,Application submitted,21/11/2022,Nairobi,Samsung Galaxy A53 128GB,1146975258,425716
281604,Cancelled,01/11/2022,Other,Samsung Galaxy A12 64GB,,
281613,Cancelled,01/11/2022,,Samsung Galaxy A23 64GB,,
276261,Cancelled,25/10/2022,,Samsung Galaxy A23 64GB,,
279513,Cancelled,29/10/2022,Mombasa,Samsung Galaxy A53 128GB,,
294316,Cancelled,21/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
281638,Cancelled,01/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
281800,Cancelled,02/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
281625,Cancelled,01/11/2022,Kiambu,Samsung Galaxy A53 128GB,,
281654,Cancelled,01/11/2022,,Samsung Galaxy A53 128GB,,
283463,Cancelled,04/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
276148,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
276199,Cancelled,25/10/2022,,Samsung Galaxy A53 128GB,,
276221,Cancelled,25/10/2022,,Samsung Galaxy A23 64GB,,
281628,Cancelled,01/11/2022,,Samsung Galaxy A23 64GB,,
276017,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
276049,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
276051,Cancelled,24/10/2022,,Samsung Galaxy A12 64GB,,
276065,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
281806,Cancelled,02/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
276115,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
283622,Cancelled,04/11/2022,,Samsung Galaxy A53 128GB,,
283814,Cancelled,05/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
275897,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
275901,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
275928,Cancelled,24/10/2022,,Samsung Galaxy A23 64GB,,
275941,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
275942,Cancelled,24/10/2022,,Samsung Galaxy A12 64GB,,
294360,Cancelled,21/11/2022,Other,Samsung Galaxy A53 128GB,3011071226,
283580,Cancelled,04/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
283484,Cancelled,04/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
275794,Cancelled,24/10/2022,,Samsung Galaxy A53 128GB,,
275801,Cancelled,24/10/2022,,Samsung Galaxy A23 64GB,,
281771,Cancelled,02/11/2022,,Samsung Galaxy A53 128GB,,
281666,Cancelled,01/11/2022,Kiambu,Samsung Galaxy A53 128GB,,
283504,Cancelled,04/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
284089,Cancelled,05/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
276963,Cancelled,25/10/2022,,Samsung Galaxy A53 128GB,,
276978,Cancelled,25/10/2022,Nairobi,Samsung Galaxy A12 64GB,,
281879,Cancelled,02/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
285266,Cancelled,07/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
281683,Cancelled,01/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
283682,Application submitted,05/11/2022,Nairobi,Samsung Galaxy A23 64GB,3696101742,419531
293982,Cancelled,20/11/2022,Nairobi,Samsung Galaxy A23 64GB,974392530.3,
276287,Cancelled,25/10/2022,,Samsung Galaxy A53 128GB,,
281962,Cancelled,02/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
283518,Cancelled,04/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
294379,Cancelled,21/11/2022,Bungoma,Samsung Galaxy A23 64GB,417155874.3,
285683,Cancelled,08/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
283531,Cancelled,04/11/2022,Nairobi,Samsung Galaxy A53 128GB,,
284865,Cancelled,07/11/2022,Nairobi,Samsung Galaxy A12 64GB,,
279550,Cancelled,29/10/2022,Nairobi,Samsung Galaxy A23 64GB,,
294227,Cancelled,21/11/2022,Nairobi,Samsung Galaxy A23 64GB,892637096.3,
279957,Cancelled,30/10/2022,Kakamega,Samsung Galaxy A12 64GB,,
281677,Cancelled,01/11/2022,Kiambu,Samsung Galaxy A53 128GB,,
283539,Cancelled,04/11/2022,,Samsung Galaxy A23 64GB,,
286017,Cancelled,08/11/2022,Kiambu,Samsung Galaxy A53 128GB,,
294204,Application submitted,21/11/2022,Nairobi,Samsung Galaxy A53 128GB,1206739230,425450
276488,Cancelled,25/10/2022,,Samsung Galaxy A12 64GB,,
279747,Cancelled,29/10/2022,,Samsung Galaxy A12 64GB,,
276315,Cancelled,25/10/2022,,Samsung Galaxy A23 64GB,,
314775,Cancelled,28/12/2022,Nairobi,Samsung Galaxy A23 64GB,759485184.3,
279570,Cancelled,29/10/2022,Other,Samsung Galaxy A23 64GB,,
283671,Cancelled,05/11/2022,,Samsung Galaxy A12 64GB,,
283565,Cancelled,04/11/2022,Other,Samsung Galaxy A23 64GB,,
283568,Application submitted,04/11/2022,Nairobi,Samsung Galaxy A53 128GB,,422232
276316,Cancelled,25/10/2022,,Samsung Galaxy A23 64GB,,
283553,Application submitted,04/11/2022,Nairobi,Samsung Galaxy A23 64GB,3696101742,419833
279572,Cancelled,29/10/2022,Nairobi,Samsung Galaxy A53 128GB,,
281753,Cancelled,02/11/2022,,Samsung Galaxy A23 64GB,,
281692,Cancelled,01/11/2022,Kiambu,Samsung Galaxy A53 128GB,,
283560,Cancelled,04/11/2022,Nairobi,Samsung Galaxy A23 64GB,,
